Elapsed Time (min),Date,Voltage (V),R_therm (Ohms),Temp_SH (K),Temp_SH (F),Temp_SH (C),Temp_Beta (K),Temp_Beta (F),Temp_Beta (C)
41.62,09-18-2025 13:34:31,3.5535,24566.1943,278.8,42.21,5.67,279.21,42.9,6.06
41.64,09-18-2025 13:34:32,5.2749,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
41.65,09-18-2025 13:34:33,1.5437,4466.2845,317.6,111.97,44.43,317.46,111.77,44.31
41.68,09-18-2025 13:34:34,4.9095,542486.1878,226.1,-52.65,-47.03,229.09,-47.3,-44.06
41.7,09-18-2025 13:34:35,3.9435,37326.0767,270.5,27.32,-2.6,271.19,28.47,-1.96
41.71,09-18-2025 13:34:36,2.8326,13068.7159,292.2,66.21,19.01,292.25,66.37,19.1
41.73,09-18-2025 13:34:37,1.9751,6529.6087,308.2,95.0,35.0,308.06,94.84,34.91
41.75,09-18-2025 13:34:38,2.1113,7308.5244,305.5,90.14,32.3,305.38,90.01,32.23
41.77,09-18-2025 13:34:40,1.7972,5611.2791,311.9,101.67,38.7,311.75,101.47,38.6
41.79,09-18-2025 13:34:41,5.6597,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
41.81,09-18-2025 13:34:42,5.5384,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
41.82,09-18-2025 13:34:43,0.1346,276.7002,406.3,271.68,133.16,408.86,276.28,135.71
41.84,09-18-2025 13:34:44,3.6266,26406.6624,277.4,39.58,4.21,277.79,40.35,4.64
41.87,09-18-2025 13:34:45,5.7733,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
41.88,09-18-2025 13:34:46,1.3297,3623.0502,323.0,121.71,49.84,322.89,121.54,49.74
41.9,09-18-2025 13:34:47,2.3702,9012.7623,300.5,81.29,27.39,300.51,81.24,27.36
41.92,09-18-2025 13:34:48,1.3367,3648.8492,322.8,121.38,49.65,322.71,121.2,49.56
41.93,09-18-2025 13:34:49,4.8855,426681.2227,229.6,-46.38,-43.55,232.33,-41.48,-40.82
41.96,09-18-2025 13:34:51,4.8435,309488.8179,234.4,-37.76,-38.75,236.8,-33.43,-36.35
41.98,09-18-2025 13:34:52,0.8771,2127.4596,337.5,147.9,64.39,337.59,147.99,64.44
41.99,09-18-2025 13:34:53,1.8518,5881.8391,310.7,99.58,37.54,310.59,99.4,37.44
42.01,09-18-2025 13:34:54,3.0696,15900.8644,287.9,58.54,14.75,288.07,58.85,14.92
42.03,09-18-2025 13:34:55,6.0688,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
42.05,09-18-2025 13:34:57,6.1221,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
42.07,09-18-2025 13:34:58,1.7852,5553.0066,312.1,102.13,38.96,312.0,101.94,38.85
42.09,09-18-2025 13:34:59,4.9626,1325559.2654,213.9,-74.67,-59.26,217.81,-67.62,-55.34
42.1,09-18-2025 13:35:00,3.7236,29171.5223,275.4,36.0,2.22,275.86,36.87,2.71
42.12,09-18-2025 13:35:01,3.5548,24597.5868,278.8,42.16,5.65,279.18,42.86,6.03
42.14,09-18-2025 13:35:02,1.4064,3913.7694,321.0,118.08,47.82,320.87,117.9,47.72
42.16,09-18-2025 13:35:03,5.6055,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
42.18,09-18-2025 13:35:04,4.3403,65786.2827,260.0,8.31,-13.16,261.03,10.19,-12.12
42.19,09-18-2025 13:35:05,2.7651,12371.9903,293.4,68.39,20.22,293.44,68.51,20.29
42.21,09-18-2025 13:35:06,1.893,6092.6939,309.8,98.03,36.68,309.73,97.85,36.58
42.24,09-18-2025 13:35:08,5.1486,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
42.26,09-18-2025 13:35:09,0.3287,703.6299,371.9,209.76,98.76,372.84,211.45,99.69
42.27,09-18-2025 13:35:10,1.6402,4882.0597,315.3,107.91,42.17,315.21,107.71,42.06
42.29,09-18-2025 13:35:11,3.0257,15325.2715,288.7,59.97,15.54,288.84,60.25,15.69
42.31,09-18-2025 13:35:12,5.7212,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
42.33,09-18-2025 13:35:13,2.1204,7363.7488,305.3,89.82,32.12,305.2,89.69,32.05
42.35,09-18-2025 13:35:14,0.4344,951.5531,361.9,191.78,88.76,362.51,192.86,89.36
42.36,09-18-2025 13:35:15,1.0174,2554.5338,332.4,138.67,59.26,332.39,138.63,59.24
42.38,09-18-2025 13:35:16,4.5964,113877.3614,250.4,-8.93,-22.74,251.9,-6.25,-21.25
42.4,09-18-2025 13:35:17,1.4498,4083.5152,319.9,116.1,46.72,319.77,115.91,46.62
42.42,09-18-2025 13:35:19,1.4447,4063.4614,320.0,116.33,46.85,319.89,116.14,46.74
42.44,09-18-2025 13:35:20,3.3924,21102.9898,281.9,47.81,8.78,282.24,48.36,9.09
42.46,09-18-2025 13:35:21,4.2919,60609.0026,261.5,10.98,-11.68,262.45,12.75,-10.7
42.47,09-18-2025 13:35:22,0.3435,737.6785,370.3,206.89,97.16,371.19,208.47,98.04
42.49,09-18-2025 13:35:23,1.8486,5865.7755,310.8,99.7,37.61,310.66,99.52,37.51
42.52,09-18-2025 13:35:24,2.5335,10271.64,297.5,75.9,24.39,297.55,75.92,24.4
42.53,09-18-2025 13:35:25,0.6534,1503.3432,347.7,166.16,74.53,347.91,166.57,74.76
42.55,09-18-2025 13:35:26,5.4339,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
42.57,09-18-2025 13:35:27,3.2168,18038.6934,285.2,53.71,12.06,285.44,54.12,12.29
42.58,09-18-2025 13:35:28,4.1374,47962.6141,265.8,18.75,-7.36,266.6,20.21,-6.55
42.61,09-18-2025 13:35:30,5.4188,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
42.63,09-18-2025 13:35:31,3.2083,17906.6522,285.4,53.99,12.22,285.59,54.39,12.44
42.64,09-18-2025 13:35:32,5.3726,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
42.66,09-18-2025 13:35:33,6.0493,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
42.68,09-18-2025 13:35:34,2.7242,11970.1755,294.1,69.71,20.95,294.16,69.81,21.01
42.7,09-18-2025 13:35:36,2.6415,11199.9152,295.6,72.38,22.44,295.62,72.45,22.47
42.72,09-18-2025 13:35:37,3.0731,15948.7512,287.8,58.43,14.68,288.0,58.73,14.85
42.74,09-18-2025 13:35:38,1.5971,4693.4577,316.3,109.7,43.17,316.2,109.5,43.05
42.75,09-18-2025 13:35:39,2.4144,9338.1518,299.7,79.82,26.57,299.7,79.79,26.55
42.77,09-18-2025 13:35:40,1.2795,3439.0539,324.4,124.19,51.21,324.28,124.03,51.13
42.8,09-18-2025 13:35:41,4.5456,100026.1312,252.6,-4.95,-20.53,254.0,-2.47,-19.15
42.81,09-18-2025 13:35:42,2.8298,13038.8204,292.2,66.3,19.06,292.3,66.46,19.15
42.83,09-18-2025 13:35:43,4.9639,1374083.045,213.4,-75.52,-59.73,217.38,-68.39,-55.77
42.85,09-18-2025 13:35:44,1.818,5713.3878,311.4,100.87,38.26,311.3,100.68,38.15
42.86,09-18-2025 13:35:45,5.0569,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
42.89,09-18-2025 13:35:47,0.7494,1763.149,343.0,157.65,69.81,343.09,157.9,69.94
42.91,09-18-2025 13:35:48,4.6316,125731.2521,248.7,-11.93,-24.4,250.32,-9.1,-22.83
42.92,09-18-2025 13:35:49,0.006,12.0144,583.9,591.39,310.77,605.44,630.13,332.29
42.94,09-18-2025 13:35:50,5.4118,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
42.96,09-18-2025 13:35:51,5.5237,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
42.98,09-18-2025 13:35:52,4.3596,68071.6307,259.4,7.21,-13.77,260.45,9.13,-12.7
43.0,09-18-2025 13:35:53,1.8874,6063.6119,310.0,98.24,36.8,309.85,98.06,36.7
43.02,09-18-2025 13:35:54,5.5524,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
43.03,09-18-2025 13:35:55,2.8191,12925.9206,292.4,66.65,19.25,292.48,66.8,19.33
43.05,09-18-2025 13:35:56,0.9124,2232.0418,336.2,145.45,63.03,336.21,145.5,63.06
43.07,09-18-2025 13:35:58,2.1587,7597.5012,304.5,88.49,31.38,304.46,88.37,31.31
43.09,09-18-2025 13:35:59,2.9829,14788.5229,289.5,61.35,16.31,289.6,61.61,16.45
43.11,09-18-2025 13:36:00,1.6125,4760.1476,316.0,109.06,42.81,315.85,108.85,42.7
43.12,09-18-2025 13:36:01,1.9749,6528.5841,308.2,95.01,35.01,308.06,94.85,34.91
43.14,09-18-2025 13:36:02,2.2658,8286.5502,302.5,84.81,29.34,302.44,84.72,29.29
43.17,09-18-2025 13:36:04,3.9049,35656.8885,271.4,28.91,-1.72,272.04,30.01,-1.11
43.18,09-18-2025 13:36:05,2.2884,8439.5528,302.1,84.04,28.91,302.02,83.96,28.87
43.2,09-18-2025 13:36:06,0.0767,155.764,430.6,315.4,157.44,434.72,322.82,161.57
43.22,09-18-2025 13:36:07,0.5113,1139.1136,356.2,181.47,83.04,356.63,182.26,83.48
43.23,09-18-2025 13:36:08,5.5142,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
43.26,09-18-2025 13:36:09,0.7464,1754.8526,343.1,157.9,69.95,343.23,158.15,70.08
43.28,09-18-2025 13:36:10,2.9445,14324.9818,290.1,62.6,17.0,290.28,62.83,17.13
43.3,09-18-2025 13:36:11,0.8799,2135.7382,337.4,147.7,64.28,337.47,147.78,64.32
43.31,09-18-2025 13:36:12,5.6094,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
43.33,09-18-2025 13:36:13,4.5474,100481.9776,252.5,-5.09,-20.61,253.93,-2.6,-19.22
43.35,09-18-2025 13:36:15,3.7159,28937.0194,275.5,36.29,2.38,276.01,37.15,2.86
43.37,09-18-2025 13:36:16,4.9731,1846148.4919,209.6,-82.36,-63.53,213.9,-74.65,-59.25
43.39,09-18-2025 13:36:17,5.88,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
43.4,09-18-2025 13:36:18,5.1623,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
43.42,09-18-2025 13:36:19,4.9626,1325559.2654,213.9,-74.67,-59.26,217.81,-67.62,-55.34
43.45,09-18-2025 13:36:20,2.8354,13098.6891,292.1,66.12,18.96,292.2,66.28,19.05
43.46,09-18-2025 13:36:21,1.8643,5945.4665,310.4,99.11,37.28,310.33,98.92,37.18
43.48,09-18-2025 13:36:22,0.6276,1435.2692,349.1,168.67,75.93,349.34,169.14,76.19
43.5,09-18-2025 13:36:23,5.3934,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
43.51,09-18-2025 13:36:24,3.882,34722.7191,271.9,29.84,-1.2,272.54,30.91,-0.61
43.54,09-18-2025 13:36:26,3.2754,18992.8605,284.1,51.76,10.98,284.38,52.21,11.23
43.56,09-18-2025 13:36:27,1.6755,5039.8556,314.5,106.47,41.37,314.41,106.27,41.26
43.57,09-18-2025 13:36:28,0.7159,1670.9947,344.5,160.49,71.38,344.7,160.79,71.55
43.59,09-18-2025 13:36:29,1.3399,3660.7356,322.7,121.22,49.57,322.62,121.05,49.47
43.61,09-18-2025 13:36:30,5.0908,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
43.63,09-18-2025 13:36:31,1.6202,4793.7201,315.8,108.74,42.63,315.67,108.54,42.52
43.65,09-18-2025 13:36:32,2.7923,12647.4918,292.9,67.51,19.73,292.96,67.65,19.81
43.67,09-18-2025 13:36:33,4.6519,133626.5709,247.7,-13.75,-25.42,249.36,-10.83,-23.79
43.68,09-18-2025 13:36:34,4.974,1913076.9231,209.2,-83.17,-63.98,213.49,-75.39,-59.66
43.7,09-18-2025 13:36:35,1.7854,5553.9138,312.1,102.12,38.96,312.0,101.93,38.85
43.73,09-18-2025 13:36:37,3.234,18312.5708,284.9,53.14,11.74,285.13,53.56,11.98
43.74,09-18-2025 13:36:38,3.5374,24185.1124,279.1,42.78,5.99,279.52,43.46,6.37
43.76,09-18-2025 13:36:39,3.387,20998.1401,282.0,48.0,8.89,282.34,48.54,9.19
43.78,09-18-2025 13:36:40,1.5621,4543.6035,317.1,111.18,43.99,317.03,110.98,43.88
43.79,09-18-2025 13:36:41,0.6831,1582.2849,346.2,163.4,73.0,346.35,163.76,73.2
43.82,09-18-2025 13:36:43,0.0519,104.9653,448.9,348.41,175.78,454.46,358.36,181.31
43.84,09-18-2025 13:36:44,3.8014,31714.4645,273.7,33.03,0.57,274.26,33.99,1.11
43.85,09-18-2025 13:36:45,2.1703,7669.7957,304.3,88.08,31.16,304.24,87.97,31.09
43.87,09-18-2025 13:36:46,3.3742,20755.0361,282.3,48.43,9.13,282.58,48.97,9.43
43.89,09-18-2025 13:36:47,5.2489,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
43.91,09-18-2025 13:36:48,5.9597,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
43.93,09-18-2025 13:36:49,0.8595,2075.8363,338.2,149.16,65.09,338.3,149.26,65.15
43.95,09-18-2025 13:36:50,2.5592,10484.9819,297.1,75.06,23.92,297.09,75.09,23.94
43.96,09-18-2025 13:36:51,4.0397,42066.3846,268.3,23.2,-4.89,268.98,24.5,-4.17
43.98,09-18-2025 13:36:52,1.803,5639.6622,311.7,101.44,38.58,311.62,101.25,38.47
44.01,09-18-2025 13:36:54,6.0448,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
44.02,09-18-2025 13:36:55,1.029,2591.2868,332.0,137.96,58.86,331.99,137.91,58.84
44.04,09-18-2025 13:36:56,3.4374,21998.7201,281.1,46.27,7.93,281.4,46.86,8.25
44.06,09-18-2025 13:36:57,1.0226,2571.1053,332.2,138.34,59.08,332.21,138.31,59.06
44.07,09-18-2025 13:36:58,1.5889,4657.9208,316.5,110.05,43.36,316.4,109.84,43.25
44.1,09-18-2025 13:36:59,2.5001,10001.0001,298.1,77.0,25.0,298.15,77.0,25.0
44.12,09-18-2025 13:37:00,3.0221,15279.6562,288.8,60.08,15.6,288.91,60.36,15.76
44.13,09-18-2025 13:37:01,0.3623,781.09,368.4,203.44,95.24,369.2,204.9,96.05
44.15,09-18-2025 13:37:02,1.6151,4771.5942,315.9,108.95,42.75,315.79,108.75,42.64
44.17,09-18-2025 13:37:03,1.9024,6141.3987,309.6,97.68,36.49,309.54,97.5,36.39
44.19,09-18-2025 13:37:05,5.637,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
44.21,09-18-2025 13:37:06,4.8874,433951.1654,229.4,-46.83,-43.79,232.1,-41.89,-41.05
44.23,09-18-2025 13:37:07,3.0302,15383.1266,288.6,59.82,15.46,288.76,60.1,15.61
44.24,09-18-2025 13:37:08,5.1283,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
44.26,09-18-2025 13:37:09,3.4916,23148.2556,280.0,44.39,6.88,280.39,45.03,7.24
44.29,09-18-2025 13:37:11,3.8764,34498.8319,272.1,30.06,-1.08,272.66,31.12,-0.49
44.3,09-18-2025 13:37:12,0.6261,1431.3476,349.2,168.82,76.01,349.42,169.29,76.27
44.32,09-18-2025 13:37:13,4.0284,41463.4931,268.5,23.7,-4.61,269.25,24.97,-3.9
44.34,09-18-2025 13:37:14,2.2628,8266.5084,302.5,84.91,29.4,302.5,84.82,29.35
44.35,09-18-2025 13:37:15,5.9638,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
44.38,09-18-2025 13:37:16,3.2361,18345.6755,284.9,53.07,11.71,285.09,53.5,11.94
44.4,09-18-2025 13:37:17,6.1028,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
44.41,09-18-2025 13:37:18,1.1927,3132.6231,326.9,128.66,53.7,326.78,128.53,53.63
44.43,09-18-2025 13:37:19,0.3298,706.2083,371.8,209.54,98.63,372.71,211.22,99.56
44.45,09-18-2025 13:37:20,4.2889,60311.1267,261.6,11.15,-11.59,262.54,12.9,-10.61
44.47,09-18-2025 13:37:22,5.0739,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
44.49,09-18-2025 13:37:23,0.8889,2162.306,337.1,147.07,63.93,337.12,147.14,63.97
44.51,09-18-2025 13:37:24,0.3787,819.5834,366.8,200.56,93.65,367.55,201.92,94.4
44.52,09-18-2025 13:37:25,3.0422,15538.7071,288.4,59.43,15.24,288.55,59.72,15.4
44.54,09-18-2025 13:37:26,2.4377,9513.6229,299.3,79.05,26.14,299.28,79.03,26.13
44.57,09-18-2025 13:37:27,1.1477,2979.217,328.2,131.1,55.05,328.14,130.99,54.99
44.58,09-18-2025 13:37:28,2.6278,11077.5919,295.8,72.83,22.68,295.86,72.89,22.71
44.6,09-18-2025 13:37:29,1.3326,3633.4975,322.9,121.58,49.76,322.82,121.4,49.67
44.62,09-18-2025 13:37:30,1.4021,3897.092,321.1,118.28,47.93,320.98,118.1,47.83
44.63,09-18-2025 13:37:31,2.409,9297.5685,299.8,80.0,26.67,299.8,79.97,26.65
44.66,09-18-2025 13:37:33,4.2992,61345.7594,261.3,10.59,-11.89,262.24,12.37,-10.91
44.68,09-18-2025 13:37:34,3.786,31186.1614,274.1,33.62,0.9,274.58,34.57,1.43
44.69,09-18-2025 13:37:35,0.9008,2197.3532,336.6,146.25,63.47,336.66,146.31,63.51
44.71,09-18-2025 13:37:36,2.1656,7640.5733,304.4,88.24,31.25,304.33,88.13,31.18
44.73,09-18-2025 13:37:37,0.5224,1166.6341,355.4,180.13,82.29,355.86,180.88,82.71
44.75,09-18-2025 13:37:39,4.3701,69372.9537,259.0,6.6,-14.11,260.12,8.55,-13.03
44.77,09-18-2025 13:37:40,2.1645,7633.5743,304.4,88.28,31.27,304.35,88.17,31.2
44.79,09-18-2025 13:37:41,2.3282,8713.888,301.3,82.7,28.17,301.28,82.64,28.13
44.8,09-18-2025 13:37:42,0.9094,2223.071,336.3,145.66,63.14,336.32,145.71,63.17
44.82,09-18-2025 13:37:43,4.4646,83381.5805,255.8,0.73,-17.37,257.01,2.94,-16.14
44.85,09-18-2025 13:37:44,4.2604,57601.8252,262.4,12.66,-10.75,263.35,14.35,-9.8
44.86,09-18-2025 13:37:45,0.7174,1675.0825,344.5,160.36,71.31,344.63,160.66,71.48
44.88,09-18-2025 13:37:46,3.6746,27725.1721,276.4,37.82,3.24,276.84,38.64,3.69
44.9,09-18-2025 13:37:47,4.8469,316530.6122,234.1,-38.37,-39.09,236.48,-34.0,-36.67
44.91,09-18-2025 13:37:48,4.7336,177705.3027,243.1,-22.15,-30.08,244.95,-18.76,-28.2
44.94,09-18-2025 13:37:50,1.1979,3150.757,326.7,128.38,53.55,326.62,128.25,53.47
44.96,09-18-2025 13:37:51,0.5814,1315.8974,351.7,173.42,78.57,352.04,174.0,78.89
44.97,09-18-2025 13:37:52,5.9383,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
44.99,09-18-2025 13:37:53,1.5958,4687.7926,316.3,109.75,43.2,316.23,109.55,43.08
45.01,09-18-2025 13:37:54,5.3651,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
45.03,09-18-2025 13:37:55,2.1816,7740.326,304.1,87.69,30.94,304.03,87.58,30.88
45.05,09-18-2025 13:37:56,2.8854,13645.5532,291.2,64.51,18.06,291.32,64.7,18.17
45.07,09-18-2025 13:37:57,0.7489,1761.5925,343.0,157.7,69.83,343.12,157.95,69.97
45.08,09-18-2025 13:37:58,3.8205,32390.8436,273.3,32.28,0.16,273.86,33.27,0.71
45.1,09-18-2025 13:37:59,3.7742,30789.2724,274.3,34.08,1.15,274.82,35.01,1.67
45.13,09-18-2025 13:38:01,2.0233,6797.1949,307.2,93.26,34.03,307.1,93.11,33.95
45.14,09-18-2025 13:38:02,1.4572,4113.33,319.7,115.77,46.54,319.58,115.57,46.43
45.16,09-18-2025 13:38:03,0.3679,794.1819,367.8,202.44,94.69,368.63,203.86,95.48
45.18,09-18-2025 13:38:04,5.8944,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
45.19,09-18-2025 13:38:05,1.7897,5574.8077,312.0,101.95,38.86,311.91,101.76,38.76
45.22,09-18-2025 13:38:07,5.5337,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
45.24,09-18-2025 13:38:08,2.8271,13010.9877,292.3,66.39,19.1,292.34,66.55,19.19
45.25,09-18-2025 13:38:09,1.9704,6504.0332,308.2,95.17,35.1,308.16,95.01,35.01
45.27,09-18-2025 13:38:10,3.7374,29601.9999,275.1,35.48,1.93,275.58,36.37,2.43
45.29,09-18-2025 13:38:11,4.2923,60646.4147,261.5,10.96,-11.69,262.44,12.73,-10.71
45.31,09-18-2025 13:38:12,5.5131,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
45.33,09-18-2025 13:38:13,2.1538,7567.3598,304.6,88.65,31.47,304.56,88.53,31.41
45.35,09-18-2025 13:38:14,4.1501,48832.1812,265.5,18.15,-7.7,266.28,19.63,-6.87
45.36,09-18-2025 13:38:15,3.7457,29862.4745,274.9,35.16,1.76,275.41,36.06,2.26
45.38,09-18-2025 13:38:16,5.0732,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
45.41,09-18-2025 13:38:18,6.0308,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
45.42,09-18-2025 13:38:19,1.2326,3271.8405,325.7,126.57,52.54,325.61,126.43,52.46
45.44,09-18-2025 13:38:20,3.5653,24850.795,278.6,41.79,5.44,278.98,42.5,5.83
45.46,09-18-2025 13:38:21,1.2394,3295.6623,325.5,126.22,52.34,325.41,126.08,52.26
45.47,09-18-2025 13:38:22,5.5564,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
45.5,09-18-2025 13:38:23,1.3309,3627.2272,323.0,121.66,49.81,322.86,121.49,49.71
45.52,09-18-2025 13:38:24,4.8409,304218.3818,234.7,-37.29,-38.49,237.04,-32.99,-36.11
45.53,09-18-2025 13:38:25,2.4506,9612.6502,299.1,78.62,25.9,299.04,78.61,25.89
45.55,09-18-2025 13:38:26,4.0584,43103.2194,267.8,22.37,-5.35,268.54,23.7,-4.61
45.57,09-18-2025 13:38:27,2.3632,8962.7382,300.7,81.53,27.51,300.64,81.47,27.49
45.59,09-18-2025 13:38:29,2.5579,10473.9725,297.1,75.11,23.95,297.11,75.13,23.96
45.61,09-18-2025 13:38:30,1.6637,4986.6057,314.8,106.95,41.64,314.68,106.75,41.53
45.63,09-18-2025 13:38:31,0.2904,616.6974,376.4,217.91,103.28,377.54,219.91,104.39
45.64,09-18-2025 13:38:32,2.2614,8257.7538,302.6,84.96,29.42,302.52,84.87,29.37
45.66,09-18-2025 13:38:33,3.6514,27074.7984,276.9,38.68,3.71,277.3,39.47,4.15
45.69,09-18-2025 13:38:35,5.3327,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
45.7,09-18-2025 13:38:36,4.6993,156285.5955,245.2,-18.4,-28.0,246.91,-15.22,-26.24
45.72,09-18-2025 13:38:37,0.9,2195.122,336.7,146.3,63.5,336.69,146.36,63.54
45.74,09-18-2025 13:38:38,1.9442,6362.2604,308.8,96.13,35.63,308.69,95.97,35.54
45.75,09-18-2025 13:38:39,4.6119,118845.2247,249.7,-10.22,-23.46,251.21,-7.48,-21.94
45.78,09-18-2025 13:38:40,3.0688,15890.8055,287.9,58.57,14.76,288.08,58.87,14.93
45.8,09-18-2025 13:38:41,1.3496,3697.2229,322.5,120.75,49.31,322.36,120.58,49.21
45.81,09-18-2025 13:38:42,5.3884,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
45.83,09-18-2025 13:38:43,1.4625,4134.2756,319.6,115.53,46.41,319.45,115.34,46.3
45.85,09-18-2025 13:38:44,2.6976,11716.1161,294.6,70.57,21.43,294.63,70.66,21.48
45.87,09-18-2025 13:38:46,0.1547,319.2519,400.7,261.51,127.5,402.9,265.54,129.75
45.89,09-18-2025 13:38:47,6.0219,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
45.91,09-18-2025 13:38:48,1.56,4534.8837,317.2,111.27,44.04,317.08,111.07,43.93
45.92,09-18-2025 13:38:49,3.6274,26426.555,277.3,39.55,4.2,277.77,40.32,4.62
45.94,09-18-2025 13:38:50,5.3844,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
45.97,09-18-2025 13:38:52,4.6191,121255.1272,249.4,-10.83,-23.8,250.89,-8.06,-22.26
45.98,09-18-2025 13:38:53,5.8114,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
46.0,09-18-2025 13:38:54,2.6428,11211.7195,295.6,72.34,22.41,295.6,72.41,22.45
46.02,09-18-2025 13:38:55,2.2097,7919.1399,303.6,86.72,30.4,303.49,86.62,30.34
46.03,09-18-2025 13:38:56,0.8438,2030.0752,338.9,150.31,65.73,338.94,150.43,65.79
46.06,09-18-2025 13:38:57,1.6269,4823.3245,315.6,108.46,42.48,315.51,108.26,42.36
46.08,09-18-2025 13:38:58,3.4607,22482.0334,280.6,45.46,7.48,280.97,46.07,7.82
46.1,09-18-2025 13:38:59,0.774,1831.5192,341.8,155.65,68.7,341.96,155.87,68.81
46.11,09-18-2025 13:39:00,0.5527,1242.9029,353.5,176.59,80.33,353.84,177.24,80.69
46.13,09-18-2025 13:39:01,6.0737,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
46.16,09-18-2025 13:39:03,3.9551,37852.6139,270.3,26.83,-2.87,270.93,28.0,-2.22
46.17,09-18-2025 13:39:04,4.2302,54950.8809,263.3,14.21,-9.88,264.17,15.84,-8.98
46.19,09-18-2025 13:39:05,4.8221,271096.2755,236.4,-34.11,-36.73,238.7,-30.02,-34.45
46.21,09-18-2025 13:39:06,2.9844,14806.9708,289.4,61.31,16.28,289.57,61.56,16.42
46.22,09-18-2025 13:39:07,3.4926,23168.871,280.0,44.36,6.86,280.37,44.99,7.22
46.25,09-18-2025 13:39:08,0.2357,494.6936,384.2,231.95,111.08,385.67,234.53,112.52
46.27,09-18-2025 13:39:09,5.4204,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
46.28,09-18-2025 13:39:10,1.6496,4923.7026,315.1,107.52,41.96,315.0,107.32,41.85
46.3,09-18-2025 13:39:11,2.0766,7103.1534,306.1,91.36,32.98,306.05,91.22,32.9
46.32,09-18-2025 13:39:12,1.5654,4557.8949,317.1,111.04,43.91,316.95,110.84,43.8
46.34,09-18-2025 13:39:14,1.7698,5478.9776,312.4,102.73,39.29,312.33,102.53,39.18
46.36,09-18-2025 13:39:15,4.6344,126775.5172,248.6,-12.18,-24.54,250.19,-9.33,-22.96
46.38,09-18-2025 13:39:16,4.3146,62946.1111,260.8,9.75,-12.36,261.8,11.56,-11.35
46.39,09-18-2025 13:39:17,3.2308,18261.5607,285.0,53.25,11.8,285.19,53.67,12.04
46.41,09-18-2025 13:39:18,6.1367,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
46.43,09-18-2025 13:39:20,0.1479,304.8961,402.5,264.75,129.31,404.8,268.96,131.65
46.45,09-18-2025 13:39:21,3.6504,27049.0437,276.9,38.71,3.73,277.32,39.51,4.17
46.47,09-18-2025 13:39:22,5.4158,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
46.48,09-18-2025 13:39:23,2.1191,7355.8381,305.3,89.87,32.15,305.22,89.73,32.07
46.5,09-18-2025 13:39:24,5.6364,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
46.53,09-18-2025 13:39:25,0.2599,548.245,380.6,225.34,107.41,381.84,227.64,108.69
